estimating the workload which takes just one milli-second...
end estimation
2	7	1
2	7	2
2	8	3
2	21	4
2	22	5
2	23	6
2	24	7
2	25	8
2	25	9
2	43	10
2	44	11
2	44	12
2	46	13
2	59	14
2	60	15
2	60	16
2	61	17
2	74	18
2	75	19
2	76	20
2	77	21
2	78	22
2	79	23
2	95	24
2	96	25
2	97	26
2	98	27
2	98	28
2	125	29
2	126	30
2	127	31
2	128	32
2	139	33
2	140	34
2	141	35
2	142	36
2	142	37
2	143	38
2	144	39
2	145	40
2	170	41
2	171	42
2	172	43
2	173	44
2	174	45
2	175	46
2	190	47
2	192	48
2	193	49
2	194	50
2	207	51
2	209	52
2	210	53
2	211	54
2	211	55
2	212	56
2	213	57
2	238	58
2	239	59
2	240	60
2	241	61
2	254	62
2	255	63
2	256	64
2	257	65
2	270	66
2	271	67
2	272	68
2	273	69
2	282	70
2	283	71
2	284	72
2	284	73
2	285	74
2	298	75
2	299	76
2	300	77
2	301	78
2	314	79
2	315	80
2	315	81
2	316	82
2	317	83
2	330	84
2	331	85
2	331	86
2	332	87
2	333	88
2	346	89
2	347	90
2	348	91
2	349	92
2	362	93
2	363	94
2	364	95
2	365	96
2	378	97
2	379	98
2	380	99
2	381	100
1	11	1
1	12	2
1	13	3
1	27	4
1	28	5
1	29	6
1	38	7
1	39	8
1	40	9
1	41	10
1	51	11
1	52	12
1	53	13
1	67	14
1	67	15
1	68	16
1	69	17
1	85	18
1	87	19
1	88	20
1	89	21
1	118	22
1	118	23
1	120	24
1	120	25
1	121	26
1	123	27
1	129	28
1	130	29
1	131	30
1	133	31
1	150	32
1	150	33
1	151	34
1	152	35
1	153	36
1	176	37
1	177	38
1	178	39
1	182	40
1	183	41
1	184	42
1	186	43
1	187	44
1	188	45
1	188	46
1	189	47
1	220	48
1	221	49
1	222	50
1	223	51
1	224	52
1	225	53
1	226	54
1	227	55
1	228	56
1	250	57
1	251	58
1	252	59
1	253	60
1	266	61
1	268	62
1	269	63
1	270	64
1	286	65
1	287	66
1	288	67
1	289	68
1	302	69
1	303	70
1	304	71
1	318	72
1	319	73
1	320	74
1	321	75
1	334	76
1	335	77
1	336	78
1	337	79
1	350	80
1	351	81
1	352	82
1	353	83
1	366	84
1	366	85
1	367	86
1	368	87
1	369	88
1	382	89
1	383	90
1	383	91
1	384	92
1	385	93
1	395	94
1	396	95
1	397	96
1	398	97
1	399	98
1	400	99
1	401	100
3	0	1
3	1	2
3	2	3
3	3	4
3	18	5
3	19	6
3	20	7
3	21	8
3	34	9
3	36	10
3	37	11
3	38	12
3	54	13
3	56	14
3	57	15
3	70	16
3	72	17
3	73	18
3	73	19
3	90	20
3	91	21
3	92	22
3	93	23
3	108	24
3	110	25
3	111	26
3	111	27
3	112	28
3	113	29
3	114	30
3	115	31
3	116	32
3	146	33
3	147	34
3	148	35
3	149	36
3	160	37
3	161	38
3	162	39
3	163	40
3	164	41
3	165	42
3	166	43
3	167	44
3	168	45
3	169	46
3	200	47
3	201	48
3	202	49
3	203	50
3	204	51
3	205	52
3	206	53
3	229	54
3	230	55
3	231	56
3	232	57
3	233	58
3	246	59
3	247	60
3	248	61
3	248	62
3	249	63
3	262	64
3	263	65
3	264	66
3	265	67
3	278	68
3	278	69
3	279	70
3	280	71
3	281	72
3	294	73
3	295	74
3	296	75
3	310	76
3	311	77
3	313	78
3	313	79
3	322	80
3	323	81
3	324	82
3	325	83
3	338	84
3	339	85
3	339	86
3	340	87
3	341	88
3	354	89
3	355	90
3	356	91
3	357	92
3	370	93
3	371	94
3	373	95
3	373	96
3	386	97
3	387	98
3	388	99
3	389	100
0	15	1
0	16	2
0	16	3
0	17	4
0	31	5
0	32	6
0	33	7
0	46	8
0	48	9
0	49	10
0	62	11
0	63	12
0	65	13
0	80	14
0	81	15
0	81	16
0	82	17
0	83	18
0	84	19
0	99	20
0	100	21
0	101	22
0	102	23
0	103	24
0	104	25
0	105	26
0	106	27
0	106	28
0	107	29
0	135	30
0	135	31
0	136	32
0	137	33
0	138	34
0	154	35
0	155	36
0	156	37
0	157	38
0	158	39
0	159	40
0	179	41
0	180	42
0	181	43
0	196	44
0	197	45
0	198	46
0	199	47
0	215	48
0	216	49
0	217	50
0	218	51
0	219	52
0	219	53
0	234	54
0	235	55
0	237	56
0	242	57
0	243	58
0	244	59
0	245	60
0	258	61
0	260	62
0	261	63
0	274	64
0	275	65
0	276	66
0	277	67
0	291	68
0	291	69
0	292	70
0	293	71
0	306	72
0	307	73
0	308	74
0	309	75
0	326	76
0	327	77
0	328	78
0	329	79
0	342	80
0	343	81
0	344	82
0	345	83
0	358	84
0	359	85
0	360	86
0	361	87
0	374	88
0	375	89
0	376	90
0	377	91
0	389	92
0	390	93
0	391	94
0	392	95
0	393	96
0	402	97
0	403	98
0	404	99
0	405	100
