0	4	1
0	5	2
0	7	3
0	8	4
0	10	5
0	11	6
0	18	7
0	20	8
0	21	9
0	23	10
0	24	11
0	26	12
0	28	13
0	29	14
0	31	15
0	42	16
0	44	17
0	45	18
0	47	19
0	48	20
0	50	21
0	52	22
0	53	23
0	55	24
0	56	25
0	58	26
0	60	27
0	61	28
0	62	29
0	64	30
0	66	31
0	67	32
0	69	33
0	70	34
0	72	35
0	77	36
0	79	37
0	80	38
0	82	39
0	83	40
0	84	41
0	86	42
0	92	43
0	94	44
0	95	45
0	96	46
0	98	47
0	100	48
0	101	49
0	107	50
0	108	51
0	110	52
0	111	53
0	113	54
0	114	55
0	116	56
0	118	57
0	123	58
0	125	59
0	126	60
0	128	61
0	129	62
0	131	63
0	133	64
0	141	65
0	143	66
0	145	67
0	147	68
0	149	69
0	150	70
0	152	71
0	154	72
0	155	73
0	157	74
0	161	75
0	163	76
0	164	77
0	166	78
0	167	79
0	169	80
0	170	81
0	182	82
0	184	83
0	185	84
0	186	85
0	188	86
0	189	87
0	191	88
0	192	89
0	194	90
0	195	91
0	197	92
0	198	93
0	200	94
0	202	95
0	203	96
0	205	97
0	206	98
0	208	99
0	209	100
1	1	1
1	13	2
1	14	3
1	16	4
1	33	5
1	34	6
1	36	7
1	37	8
1	39	9
1	40	10
1	41	11
1	73	12
1	74	13
1	87	14
1	88	15
1	90	16
1	103	17
1	105	18
1	106	19
1	120	20
1	121	21
1	135	22
1	137	23
1	138	24
1	140	25
1	159	26
1	171	27
1	172	28
1	174	29
1	176	30
1	178	31
1	179	32
1	210	33
1	212	34
1	213	35
1	215	36
1	216	37
1	218	38
1	219	39
1	221	40
1	222	41
1	224	42
1	226	43
1	227	44
1	229	45
1	230	46
1	232	47
1	233	48
1	235	49
1	237	50
1	238	51
1	240	52
1	241	53
1	243	54
1	244	55
1	246	56
1	247	57
1	249	58
1	250	59
1	252	60
1	253	61
1	255	62
1	256	63
1	258	64
1	260	65
1	261	66
1	263	67
1	264	68
1	266	69
1	267	70
1	269	71
1	270	72
1	272	73
1	273	74
1	275	75
1	277	76
1	278	77
1	280	78
1	281	79
1	283	80
1	285	81
1	286	82
1	288	83
1	289	84
1	291	85
1	293	86
1	294	87
1	296	88
1	297	89
1	299	90
1	300	91
1	302	92
1	303	93
1	305	94
1	307	95
1	308	96
1	310	97
1	311	98
1	313	99
1	314	100
